,ead_id,resource_id,titleproper,Term,Matched_Times,Matched_From,Matched_Paragraph
103,umich-bhl-85744,165,"Earl D. Babst papers, 1899-1967",Death,1,scopecontent,"The Earl D. Babst collection consists of twenty-three linear feet of papers received from Mr. Babst, and after his death, from members of his family, mainly Mrs. George P. Bent 2d. Covering the period 1899-1967, the collection is evenly divided between Babst's University of Michigan activities and his business and legal interests. The series in the collection are: <title render=""italic"">Michigan and the Cleveland Era</title>; University of Michigan activities and alumni affairs; Other activities and interests; American Sugar Refining Company; National Biscuit Company; and Miscellaneous."
104,umich-bhl-85824,1458,Arthur J. Lacy Papers,Dwellings,2,subjects,"Arbitration, International.; Banks and banking; Civil rights; Civil service.; Cold war.; Constitutional law; Crime.; Debts, Public; Depressions; Elections; Elections; Immigrants; Jewish-Arab relations.; Judges; Juvenile delinquency; Labor unions; Lawyers; Municipal government; Oral history.; Prohibition; Sit-down strikes; Taxation; Temperance; Trusts, Industrial.; Women; Women's rights; World War, 1914-1918.; World War, 1914-1918; World War, 1939-1945.; Dwellings; Dwellings; Golf.; Lumber industry.; Schools; Women."
105,umich-bhl-85824,1458,Arthur J. Lacy Papers,Death,1,bioghist," In 1920, he was appointed head of the Detroit Civil Service Commission by Mayor James Couzens, whose private attorney he was until Couzen's death. In 1923-1928, he represented Couzens in the Ford Stock Tax Case, and was instrumental in the settlement of the case in favor of the stockholders. Lacy also wrote for Couzens the instrument of Trust setting up the Children's Fund of Michigan. In 1930, Lacy began a personal campaign to reduce heavy taxes during the depression, which he thought could be done by decreasing the cost of government. In 1932 and 1933, he assisted thirty small Michigan banks in avoiding panic and remaining solvent. He was also deeply involved in the Detroit bank crisis of 1933 and co-author of the Michigan Emergency Banking Act. These public involvements catapulted him into prominence in the Democratic party."
106,umich-bhl-85831,2425,Joseph Beal Steere Papers,Native,1,bioghist," Steere shipped home thousands of specimens of birds, reptiles, mammals, and plants. On the Island of Marajo he excavated huge prehistoric burial mounds. He obtained rare manuscripts from Formosa, and he studied fifteen previously unknown tribes along the Amazon. He was especially interested in native dialects, and he compiled phonetic studies of several different languages."
107,umich-bhl-85831,2425,Joseph Beal Steere Papers,Tribes,1,bioghist," Steere shipped home thousands of specimens of birds, reptiles, mammals, and plants. On the Island of Marajo he excavated huge prehistoric burial mounds. He obtained rare manuscripts from Formosa, and he studied fifteen previously unknown tribes along the Amazon. He was especially interested in native dialects, and he compiled phonetic studies of several different languages."
108,umich-bhl-85842,380,"Eleanor M. Bumgardner papers, 1919-1967",Native,1,bioghist,"Eleanor M. ""Lady"" Bumgardner, a Detroit native, worked as private secretary for Frank Murphy from 1933 until his death in 1949. She was thus associated with Murphy while he held the position of governor-general and high commissioner of the Philippines, governor of Michigan, U.S. attorney general, and Supreme Court justice. After Murphy's death, Bumgardner remained with the Supreme Court as an executive secretary until her retirement in 1961. In 1966, she married Frank S. Wright."
109,umich-bhl-85842,380,"Eleanor M. Bumgardner papers, 1919-1967",Death,2,bioghist,"Eleanor M. ""Lady"" Bumgardner, a Detroit native, worked as private secretary for Frank Murphy from 1933 until his death in 1949. She was thus associated with Murphy while he held the position of governor-general and high commissioner of the Philippines, governor of Michigan, U.S. attorney general, and Supreme Court justice. After Murphy's death, Bumgardner remained with the Supreme Court as an executive secretary until her retirement in 1961. In 1966, she married Frank S. Wright."
110,umich-bhl-85884,231,Junius E. Beal Papers,Dwellings,1,subjects,"African Americans.; Conservation of natural resources; Cycling.; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Street-railroads; Temperance; World War, 1914-1918.; Bicycles and tricycles.; Cemeteries; Cycling; Dwellings; Forestry.; Lumber industry.; Streets"
111,umich-bhl-85899,398,Marion L. Burton Papers,Hygiene,2,bioghist," The period 1920-25 saw the establishment of a number of academic units as separate schools, and changes and additions to the curriculum of others. The School of Education was established by the Board of Regents in May 1921, and Allen S. Whitney, who had held the chair of Pedagogy in the College of Literature, Science, and the Arts, was appointed dean. Under his leadership a university high school and an elementary school were established in 1922 and 1927 respectively, to meet the needs of the practical aspects of teacher training. A growing public awareness of the desirability of teaching health and hygiene in the public schools led to the development of the Department of Physical Education in the School of Education. In 1923-24, Dr. Margaret Bell became Associate Professor of Women's Physical Education but this work was felt to be more appropriate under the University Health Service. In further recognition of its public health obligations, the university organized a Division of Hygiene and Public Health in 1921. In the beginning this encompassed work in public health, physical education, intramural sports, and was closely related to the University Health Service. Eventually, these areas were divided into separate units."
112,umich-bhl-85899,398,Marion L. Burton Papers,Hygiene,1,corpnames,Republican Party (Mich.); University of Michigan.; University of Michigan.; University of Michigan. Homoeopathic Medical School.; University of Michigan. President.; University of Michigan.; Alumni Memorial Hall (University of Michigan); Hill Auditorium (University of Michigan); President's House (University of Michigan); University of Michigan.; University of Michigan.; University of Michigan.; William L. Clements Library.; American Association for International Cooperation.; American Birth Control League.; American Council on Education.; American Social Hygiene Association.; Anti-Saloon League of America.; International Anti-Narcotic League.; International Narcotic Education Association.; National Association for the Advancement of Colored People.; National Council for Prevention of War (U.S.); National Movement for Law Enforcement.; Non-Partisan Association for the League of Nations.
113,umich-bhl-85899,398,Marion L. Burton Papers,Death,1,bioghist,"Marion Le Roy Burton grew up in Minneapolis, Minnesota, to which his family had moved from Brooklyn, Iowa, soon after his birth on August 30, 1874. Although he had to go to work after only one year of high school, he later completed his preparation at Carleton Academy, and graduated from Carleton College in 1900. He married Nina Moses the same year. Burton earned a Bachelor of Divinity degree from Yale in 1906, and a Ph.D. in 1907. After teaching theology at Yale and serving as pastor of a church for several years, Burton was elected president of Smith College, where he remained until he became president of the University of Minnesota in 1910. In the spring of 1920 he was chosen to become the sixth president of the University of Michigan, and served from September 1920 until his death in February 1925."
114,umich-bhl-85899,398,Marion L. Burton Papers,Death,1,bioghist," The most visible accomplishment of the Burton Administration was the expansion of the physical facilities of the campus. Following a campus-wide survey of needs, President Burton and the regents devoted their energies and attention to securing a multi-million dollar appropriation from the state legislature. When this was successfully accomplished, a comprehensive building program was adopted. With regental approval, it was put under the jurisdiction of the Committee of Five, consisting of the president and secretary of the university, Regent William L. Clements, Albert Kahn, consulting architect of the project, and Psychology Professor John F. Shepard, who acted as supervisor of plans. In June 1921, the regents decided to start the program with an addition to the Dental Clinic, completion of the University Hospital, and the construction of East Engineering, East Physics, and University High School buildings. In addition, generous private donations provided for the building of Clements Library, and the Lawyers' Club group. President Burton's untimely death in February 1925 denied him the opportunity to see all these plans completed."
115,umich-bhl-86102,2505,"Theodore Hawley Tapping papers, 1909-1916 and 1937-1961",Philippine Islands,1,scopecontent,"The T. Hawley Tapping collection includes material documenting his student days at the University of Michigan and University of Iowa, the Acacia fraternity and his work as consultant to f University in the Philippine Islands and service to the University of Michigan Alumni Association. The papers are arranged into three series: Correspondence; Scrapbooks; and Photographs."
116,umich-bhl-861021,744,John D. Dingell Papers,Death,1,bioghist,"John D. Dingell was born in Detroit on February 2, 1894. He resided in the city for his entire life, except for a brief stay in Colorado Springs, where he met and married his wife, Grace. Dingell pursued various careers, including newspaper writer and wholesale meat broker, before being elected in 1932 to serve as U.S. Representative from Michigan's newly-created 15th District in Western Detroit. He served Detroit continuously as U.S. Representative until his death on September 19, 1955 (his seat has since that date been filled by his son, John D. Dingell)."
117,umich-bhl-861021,744,John D. Dingell Papers,Death,1,bioghist," Dingell was elected as a ""wet"" Democrat and was an ardent supporter of President Franklin D. Roosevelt and the New Deal. He was a member of the Ways and Means Committee from his second term. In the committee, Dingell helped to hammer out the Social Security Act. For the next twenty years he introduced bills to liberalize and extend Social Security benefits. Dingell was an outspoken and active spokesman for the employees of the Federal Government. His other legislative interests included the reduction or elimination of excise taxes; he also submitted numerous bills on trade issues, especially trade with Canada. He was one of the earliest and most consistent champions of the St. Lawrence Seaway project. From 1943 to his death, Dingell led the unsuccessful fight in the House for President Truman's national health insurance program."
118,umich-bhl-86154,2654,"John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954",Insurrection,1,bioghist,"The United Spanish War Veterans Organization is open to veterans of three wars: the Spanish-American War, the Philippine Insurrection, and the Boxer Rebellion. In 1918-19, in the Ironwood area of Michigan's Upper Peninsula, veterans of these campaigns organized to form the John A. Bobb Camp No. 45 of the United Spanish War Veterans Organization. The purpose of the organization was both fraternal and social, as well as to petition members of Congress on behalf of veterans pension legislation."
119,umich-bhl-86227,2514,"Taylor family papers, 1827-1908",Philippine Islands,1,abstract,"Albion, Michigan, family. Papers of Barton Stout Taylor, Methodist clergyman; diaries of his wife, Elizabeth Gurney Taylor, detailing her everyday activities; papers of Ralph Wendell Taylor, alumnus of University of Michigan and teacher in the Philippine Islands, 1901-1908; and other family materials."
120,umich-bhl-86227,2514,"Taylor family papers, 1827-1908",Philippine Islands,1,scopecontent,"The Taylor family papers consist of correspondence Barton Stout Taylor, Methodist clergyman; diaries of his wife, Elizabeth Gurney Taylor, detailing her everyday activities; papers of Ralph Wendell Taylor, alumnus of University of Michigan and teacher in the Philippine Islands, 1901-1908; and other family materials. The collection is arranged into the following series: Correspondence; Family miscellaneous, Barton S. Taylor; Elizabeth Gurney Taylor; and Other family members."
121,umich-bhl-8632,2303,Wilfred B. Shaw Papers,Dwellings,1,subjects,Art.; Artists.; Michigan alumnus quarterly review.; Boats.; Buildings; Churches.; Dwellings; Football.; Fraternities and sororities.; Music ensembles.; Parades &amp; processions.; Printmaking.; Schools; Wrinkle.; Greek letter societies; Women; Women college students
122,umich-bhl-86354,2874,Dean C. Worcester Papers,Colonists,1,subjects,Voyages and travels.; Americans; Anthropology.; Colonists.; Filipinos.; Soldiers; Spaniards; Warships.
123,umich-bhl-86440,2879,"Wright family papers, 1825-1938",Dwellings,1,subjects,Agriculture.; Ships; Women; Boats.; Clothing and dress; Dwellings.; Interiors.; Men; Offices.; Women.
124,umich-bhl-86457,2161,Jacob Ellsworth Reighard Papers,Race,1,corpnames,Michigan. State Board of Fish Commissioners.; United States Fish Commission.; University of Michigan. Biological Station.; University of Michigan. Dept. of Zoology.; University of Michigan.; University of Michigan. Museum of Zoology.; University of Michigan. Zoological Laboratory.; Amateur Fencers League of America.; National Conference on Race Betterment.
125,umich-bhl-86457,2161,Jacob Ellsworth Reighard Papers,Death,1,subjects,"Deaf; Death.; Evolution.; Fishes; Fur trade; Underwater photography.; Zoology.; World War, 1914-1918; World War, 1914-1918; Fish.; Laboratories.; Zoology.; Underwater photography."
126,umich-bhl-86484,1849,"George Murphy papers, 1911-1961",Philippine Islands,1,abstract,"Judge of the Recorder's Court in Detroit and Frank Murphy's brother; contain correspondence, legal briefs, newspaper clippings, and other materials concerning Detroit politics, 1935-1961, the grand jury investigation of Detroit street railways, 1936, arbitration of labor disputes, 1936-1941, investigation of the Charles Street housing project, 1939-1940, as well as materials illuminating the careers and personal affairs of both George and Frank Murphy, especially in relation to Detroit and the Philippine Islands."
127,umich-bhl-8654,2334,"Charles A. Sink Papers, 1900-1996",Dwellings,1,subjects,Banks and banking.; Elections; Elections; Elections; Music; Musicians; Public schools; Roads; Voyages and travels.; Aged persons; Agriculture; Birthday parties; Children.; Capitols; Dwellings; Eating and drinking.; Families.; Farms.; Funeral rites and ceremonies.; Manners & customs; Musicians.; Ocean liners.; Passengers.; Singing; Travel.
128,umich-bhl-86549,1966,Chase S. Osborn Papers,Dwellings,1,subjects,"American newspapers; Authors, American; Conservation of natural resources; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Governors; Governors; Mines and mineral resources; Presidents; Presidents; Presidents; Presidents; Presidents; Presidents; Presidents; Presidents; Saginaw courier herald.; Sit-down strikes; Temperance; Afro-Americans; Bridges.; Camping.; Cement industries.; Death.; Dwellings.; Funeral rites and ceremonies.; Governors; Governors; Hunting; Interiors.; Log cabins.; Lumber industry.; Political elections; Political parades and rallies.; Veterans"
129,umich-bhl-86549,1966,Chase S. Osborn Papers,Death,1,scopecontent,"The Osborn collection consists of correspondence, diaries, business papers, scrapbooks, photographs, and other materials accumulated during his life. Materials prior to 1889 are scarce possibly because of a fire which destroyed Osborn's home; thereafter and up to the time of his death in 1949, the Osborn papers are voluminous, documenting each of this man's varied activities. Although his career as elected public official was limited to one term as governor, the collection reflects the importance of his life in areas beyond politics alone. His voice was heard, in letters and speeches and monographs, speaking out on the issues of the day - prohibition, conservation, the New Deal, and of course his life-long interest in the development of Michigan's Upper Peninsula economy and natural resources."
130,umich-bhl-86549,1966,Chase S. Osborn Papers,Death,1,subjects,"American newspapers; Authors, American; Conservation of natural resources; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Elections; Governors; Governors; Mines and mineral resources; Presidents; Presidents; Presidents; Presidents; Presidents; Presidents; Presidents; Presidents; Saginaw courier herald.; Sit-down strikes; Temperance; Afro-Americans; Bridges.; Camping.; Cement industries.; Death.; Dwellings.; Funeral rites and ceremonies.; Governors; Governors; Hunting; Interiors.; Log cabins.; Lumber industry.; Political elections; Political parades and rallies.; Veterans"
131,umich-bhl-86734,1848,"Frank Murphy Papers, 1908-1949",Dwellings,1,subjects,"African Americans; Building dedications.; Capitols; Civil service.; Courts; Judges; Labor; Strikes and lockouts; General Motors Corporation Sit-Down Strike, 1936-1937.; Governors; Sit-down strikes; Clothing and dress; Clothing and dress; Crowds.; Demonstrations.; Dentistry; Dwellings; Diseases.; Funeral rites and ceremonies.; Galleries and museums; Governors; Governors; Horseback riding.; Interiors.; Judges; Hospitals; Laborers.; Lying in state.; Mayors; Military camps.; Military training.; Newspaper carriers.; Newspaper industry; Newsreels.; Oaths.; Offices.; Painting.; Parades &amp; processions.; Political elections; Politics and government; Politics and government; Politics and government; Public speaking.; Radio broadcasting; Recreation.; Religious services.; Strikes.; Tanks (Military science); Toasting.; Voting.; War casualties.; War damage; Warships.; Women.; Presidential inaugurations"
132,umich-bhl-8674,2394,"George Owen Squier Papers, 1883-1934",Dwellings,1,subjects,Inventions.; Physicists; Radio.; Scientists; Voyages and travels.; Boats.; Camps.; Communication devices; Dwellings.; Inventions.; Parks; Soldiers
133,umich-bhl-8674,2394,"George Owen Squier Papers, 1883-1934",Philippine Islands,1,bioghist," From 1900 to 1902, Squier was commander of the US cable-ship Burnside which laid submarine cables in the Philippine archipelago. He next superintended the construction of telegraph lines in the Philippine Islands. During the coming years, Squier advanced in rank and would be stationed at San Francisco, Fort Leavenworth, and Washington DC. In 1911-1912, he became military attaché at the US embassy in London. The army provided Squier with many opportunities for study and research in areas of interest to him. As a scientist, he conducted research on such topics as the electrochemical effects due to magnetization; the sine wave systems of telegraphy and ocean cabling, the absorption of electro-magnetic waves by living vegetable organisms, among others. His inventions were primarily in the area of telephony: wireless, multiple, and long-distance. He was also inventor of the monophone for broadcasting over telephone wires."
134,umich-bhl-86746,2677,"Arthur H. Vandenberg Papers, 1884-1974",Death,1,scopecontent,"The Arthur H. Vandenberg collection consists of 8 linear feet of materials (available on microfilm), 25 volumes of scrapbook/journals, and assorted audio and visual materials. The collection covers Vandenberg's entire career with a few folders of papers post-dating his death in 1951 relating to the dedication of memorial rooms in his honor in the 1970s. The collection is divided into four major series: Correspondence; Speeches; Campaign and Miscellaneous Topical; Clippings, Articles, and Scrapbooks; Miscellaneous and Personal; Visual Materials; and Sound Recordings."
135,umich-bhl-87209,2102,Gerald R. Ford School of Public Policy (University of Michigan) Records,Philippine Islands,1,scopecontent,"The University of Michigan Gerald R. Ford School of Public Policy record group documents the history and development of public policy studies at the University of Michigan. The records contain some information on the beginning of instruction in public administration in 1915 and the formation of the Institute of Social and Public Administration in 1936. The bulk of the material documents the administration and subsequent reorganizations of the academic unit currently known as the School of Public Policy. Records include correspondence, minutes, historical materials and topical files concerning the Institute, its Lansing Office, its programs in the Republic of China and documented the Philippine Islands, and the Michigan Constitutional Convention of 1961- 1962. the records have been received in three major accessions, 1972 (boxed 1-9), 1997 (boxes 10-14) and 2006 (boxes 15-18)."
136,umich-bhl-87265.0,1884,"News and Information Services (University of Michigan) records, 1900-[ongoing]",Types,1,bioghist," While the Office of University Relations underwent several changes and reorganizations in the following years, Information Services remained under its jurisdiction until 1998, when the office was divided into three vice presidential posts. One of these new posts was the Vice President for Media Relations, which was responsible for the University's News Service. In 2000, the Media Relations became the Office of the Vice President for Communications, which is where the current News Service resides in the University organization. News Service has continued to expand its media types and now includes podcasts, social media, and other online resources in addition to its print, radio, and television services."
137,umich-bhl-87265.25,1895,"News and Information Services (University of Michigan) photographs, 1946-2006",Types,1,bioghist," While the Office of University Relations underwent several changes and reorganizations in the following years, Information Services remained under its jurisdiction until 1998, when the office was divided into three vice presidential posts. One of these new posts was the Vice President for Media Relations, which was responsible for the University's News Service. In 2000, the Media Relations became the Office of the Vice President for Communications, which is where the current News Service resides in the University organization. News Service has continued to expand its media types and now includes podcasts, social media, and other online resources in addition to its print, radio, and television services."
138,umich-bhl-87290,2710,Vice President for Student Life (University of Michigan) Records,Native,4,bioghist," In February 2000, the Students of Color Coalition organized a 37-day protest against Michigamua inside the Michigan Union, that attracted national attention. Michigamua was a social University of Michigan student society, established in 1902. Its members employed pseudo-Native American practices and rituals, cartoonish imagery, and degrading language. The organization's Michigan Union headquarters (occupied rent-free, in contradiction with the U-M policies), displayed offensive images as well as appropriated Native American artifacts and pseudo-Native American objects. In the wake of the protests, Harper commissioned a panel to decide on the Michigamua's Union space. Following the panel decision, Michigamua relocated its headquarters. Native American artifacts were transferred to the U-M Museum of Natural History. In 2007, Michigamua adopted a new name, The Order of Angell. The organization disbanded in 2021. Bentley Historical Library houses a collection of [Michigamua] <title href=""https://quod.lib.umich.edu/b/bhlead/umich-bhl-87248"" show=""new"" actuate=""onrequest""> The Order of Angell records</title>. "
139,umich-bhl-8738,2883,"WUOM Records, 1914-1982",Remains,1,bioghist," Subsequent decades have brought even more changes to WUOM--new network affiliation, rapidly changing technologies, budget uncertainties, personnel and leadership turnovers--all of which have, in some way, influenced station operation and programming. Nevertheless the station remains faithful to the mission established in the 1940s by the University Executive Committee on Radio, to ""interpret and report to its audience the various activities of the University with emphasis upon education, research, and training with the intent to develop a broader knowledge, a fuller understanding and deeper appreciation of the humanities, of the sciences, and of social, economic, and civic problems [as well as offering] entertainment consistent with the policies and practices of an institution of higher learning.""[6]"
140,umich-bhl-8772,1566,"Luce Philippine Project interviews, 1975-1980",Colonial,1,bioghist,"In 1977 the University of Michigan Center for South and Southeast Asia Studies received support from the Henry Luce Foundation for a three-year project on ""U.S.-Philippine Interactions as Reflected in Oral Histories."" One part of the grant-funded project was to provide monies to Michigan faculty and students undertaking oral history, both in the Philippines and among Filipinos and Americans with Philippine experience (former diplomats, teachers, missionaries, servicemen, colonial officials, etc.) in the United States. As a result of this project, the Bentley Historical Library received tapes from two researchers, Michael Cullinane, at that time research associate in the Center for South and Southeast Asian Studies and later associate director of the Center for Southeast Asian Studies of University of Wisconsin--Madison, and Petra Fuld Netzorg, manager of the Cellar Book Shop in Detroit, Michigan, which specialized in Philippine publications."
141,umich-bhl-88180,6986,the Edward Nicholas and Dollie Ann Cole papers,Death,1,bioghist,"Dollie Cole was a featured columnist for the Saturday Evening Post and made several appearances on radio and television shows of the day. She was heavily involved in charity work, serving as the Vice Chairman of the Smithsonian Air and Space Museum, director of National Corvette Museum, a board member of the Public Broadcasting Service and was involved in local Michigan organizations.  After Ed Cole’s death in 1977, she moved to the Briarpatch Ranch near Austin, Texas where she was a fixture in local society and continued to be involved in community and charity work. Dollie Ann Cole passed away in 2014. "
142,umich-bhl-8821,1193,"Dept. of History (University of Michigan) Student Papers, 1930-1987",Type,1,bioghist,"From the founding of the university until the Tappan administration, the study of history was part of the teaching of other disciplines. The appointment of Andrew Dickson White (1857) as professor of history and English literature marked the beginning of historical teaching of the modern type. History was included in the newly established School of Political Science in 1881; it eventually became a department in the College of Literature, Science and the Arts. Lewis G VanderVelde was both a professor of history and director of the Michigan Historical Collections; Sydney Fine is a professor of history and also involved in the direction of the Michigan Historical Collections through its board of directors."
143,umich-bhl-88482,1329,Elias Finley Johnson student notebook,Philippine Islands,1,bioghist,"Elias Finley Johnson was born in Van Wert, Ohio, June 24, 1861. He received B.S. degree from, National normal University of, Lebanon, Ohio and law degrees from the University of Michigan-LL.B. in 1890 and LL.M. in 1891; He married Clara A. Smith, Sept. 6, 1883 with whom he had two children—Mrs. A. D. Gibbs and David Cecil. He served in the Ohio House of Representatives, 1883-87. Johnson joined the faculty of the University of Michigan Law School in 1890. He held positions of assistant and instructor in law, 1890-94; assistant professor, 1894-95; and professor of law, 1895-1901. He served as a judge, CFI of Pangasinan, 1901 and as associate judge on the Supreme Court of Philippine Islands, 1903-1933. He was also a member of Board of Regents University of the Philippines. He was the author of <title render=""italic"">Johnson on Bills and Notes</title> and several treatises on Philippine law. Johnson died July 31, 1933 in Palo Alto, California."
144,umich-bhl-8868,296,"Blanchard Family Papers, ca. 1835-ca. 2000",Native,1,bioghist," As a result of his close bond with Fred Procter, Cobb lodged with the Proctor family at the outset of his teaching career. Edward Proctor, the <emph render=""italic"">pater familias</emph>, had settled in Franklin, Michigan (near Detroit) during the 1830s but returned to his native Massachusetts following the death of his first wife and a child in 1841. While residing in the household, Cobb became close with Alice Vara Proctor (born in Spencer on April 22, 1854), a fellow teacher, enthusiastic botanist, and skilled sketch artist. The two spent much time together studying plants and sketching their findings and were engaged in 1877."
145,umich-bhl-8868,296,"Blanchard Family Papers, ca. 1835-ca. 2000",Colonial,1,scopecontent,"The Blanchard Family Papers document the professional achievements and personal lives of several generations of a scientifically minded and artistically gifted family. The papers focus heavily upon the eminent plant pathologist and nematologist Nathan A. Cobb, his wife Alice Vara Cobb, their daughter, biologist Frieda Cobb Blanchard, and her husband, herpetologist Frank Nelson Blanchard (the latter two of whom were professors at the University of Michigan). In addition to the photographs, drawings, correspondence, journals, and writings of these four individuals, the collection is rich in family correspondence, diaries, and personal papers from other members of the Cobb and Blanchard families (and their forebears and branches, including the Bigelow, Proctor, Ross, White, and Randall families). The Blanchard Family Papers will be of value to researchers interested in a variety of topics: scientific endeavors and methodologies (and in particular those related to agronomy, nematology, botany, and herpetology); the visual arts and the development of photography in the late nineteenth and early twentieth centuries; colonial and provincial life in Australia and Hawaii (respectively); and the daily affairs of American (and Michigan) families throughout the twentieth century. The Blanchard Family Papers consist of seven series: Nathan A. Cobb, Alice Vara Cobb, Frieda Cobb Blanchard, Frank Nelson Blanchard, Blanchard and Cobb Family Letters, Other Family Members, and Isaac G. Blanchard."
146,umich-bhl-8868,296,"Blanchard Family Papers, ca. 1835-ca. 2000",Colony,1,bioghist," When the government of New South Wales (NSW) formed a Department of Agriculture in 1890, Cobb was appointed as the colony's first vegetable pathologist. In this position he was instrumental in helping Australian farmers find solutions to a variety of pests and diseases and implement more efficient agricultural methods. He also helped develop modern laboratories for the Department of Agriculture, established a definitive reference collection, and promoted effective research methodologies. Given his natural curiosity, Cobb examined a great many issues as a plant pathologist; he is most remembered, however, for his work with sheep flukes, sugar cane (especially the bacterial affliction known as 'gumming'), diseases affecting fruit crops, the eradication of wheat rust, and investigation of alternative wheat growing practices. Much of his work--far more varied than what is possible to review here--was collected in the <title render=""italic"">Agricultural Gazette of New South Wales</title>. Cobb also had responsibility for the Wagga Wagga Experimental Farm and Farm School, was associated with the Hawkesbury Agricultural College, and worked closely with the agronomist William Farrer. Cobb is remembered in Australia as a foundational figure in the development and modernization of the country's agriculture and has been referred to as ""the Father of Scientific Agricultural Research in Australia."""
147,umich-bhl-8868,296,"Blanchard Family Papers, ca. 1835-ca. 2000",Death,1,bioghist," As a result of his close bond with Fred Procter, Cobb lodged with the Proctor family at the outset of his teaching career. Edward Proctor, the <emph render=""italic"">pater familias</emph>, had settled in Franklin, Michigan (near Detroit) during the 1830s but returned to his native Massachusetts following the death of his first wife and a child in 1841. While residing in the household, Cobb became close with Alice Vara Proctor (born in Spencer on April 22, 1854), a fellow teacher, enthusiastic botanist, and skilled sketch artist. The two spent much time together studying plants and sketching their findings and were engaged in 1877."
148,umich-bhl-8868,296,"Blanchard Family Papers, ca. 1835-ca. 2000",Death,1,bioghist," Frieda Cobb Blanchard was born in New South Wales, Australia in 1889 and she developed an aptitude for drawing and an interest in the scientific world at an early age. Having assisted her father in his home laboratories in Australia, she began to work with him at the Hawaiian Sugar Planters' Association Experiment Station after the family moved to Honolulu in 1905. She later completed high school in Washington, D.C. and attended Radcliffe College for three years before returning to Falls Church, Virginia to assist her father in his home laboratory. She eventually completed her B.S. in general science at the University of Illinois at Urbana-Champaign in 1916. After studying nematodes with her father at Woods Hole, Massachusetts, Frieda moved to Ann Arbor at the express request of Dr. Harley H. Bartlett (a Harvard classmate of her brother, Victor). In addition to pursuing graduate studies at the University of Michigan and working as Bartlett's graduate assistant, she was appointed Assistant Director of the University of Michigan's Botanical Gardens. She earned her Ph.D. in genetics in 1920 (studying Mendelian inheritance in evening primroses) and continued to work at the Botanical Gardens, serving as the active administrator during Bartlett's frequent research trips. In 1922, Frieda married herpetologist and Michigan professor Frank N. Blanchard with whom she had three children (Frank Nelson, Grace, and Dorothy) and collaborated professionally (achieving the first demonstration of Mendelian inheritance in reptiles). After Frank's unexpected death in 1937, Frieda raised the children on her own and continued her research and teaching activities as well as her work at the Botanical Gardens. Frieda Cobb Blanchard lived in Ann Arbor for the rest of her life and died in 1977."
149,umich-bhl-89211,2772,"Myron E. Wegman Papers, 1939-2004",Hygiene,1,bioghist," His career began in 1936 with the Maryland State Health Department, Bureau of Child Hygiene. He spent a year, 1941-1942, at the School of Tropical Health in San Juan, Puerto Rico and then worked at the New York City Health Department while teaching part time at Johns Hopkins University, Columbia, and Cornell. In 1946 he took the position of professor and head of Pediatrics for Louisiana State University Medical School. From 1952 to 1960, Wegman held several positions in the World Health Organization (WHO), including chief of education and training, secretary-general, and consultant to the Pan American Health Organization (PAHO)."
150,umich-bhl-8955,7789,the Morton J. Netzorg papers.,Philippine Islands,1,scopecontent,"The collection consists of material related to Morton J. Netzorg's 1980-1982 National Endowment for Humanities (NEH) research study of children's literature in the Philippine Islands and includes research material, or  annotated copies of children's literature works (or copies of portions of works) that Netzorg studied; Netzorg’s 1980 NEH research proposal, which includes the curriculum vitaes of both Netzorg (the project's Principal Investigator) and Karl L. Hutterer (the project's Project Director); and Netzorg's unpublished monograph on the subject."
151,umich-bhl-90161,241,"Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)",Philippine Islands,1,abstract,"Teacher, Inspector of Schools in the Philippine Islands (1901-1905), and Presbyterian clergyman. Papers include biographical information, education and teaching materials, church miscellanea, diaries, correspondence and photographs."
152,umich-bhl-90161,241,"Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)",Philippine Islands,1,scopecontent," The Biographical Information consists of photocopies of accounts that Behner's son, Frederick G. Behner, Jr., wrote using his father's diaries and oral accounts. The Education and Teaching file includes Behner's teaching certificates (1893-1895), his university papers from North Central College, his students' papers from the Philippine Islands, and some papers from Xenia Seminary School. His university papers are on a number of subjects, as are his students' papers, and are interesting as they reflect many social and political facets of the turn of the century."
